epoch	valid_loss	valid_perplexity
Training epoch 40	4.91	136.18
Training epoch 40	4.96	142.34
Training epoch 40	4.92	137.04
Training epoch 40	4.90	134.14
Training epoch 40	4.94	139.96
Training epoch 40	4.94	139.76
Training epoch 40	4.91	136.21
Training epoch 40	4.92	137.57
Training epoch 40	4.96	142.40
Validation epoch 40	4.87	130.16
Test epoch 40	4.88	131.24
