epoch	valid_loss	valid_perplexity
Training epoch 40	4.42	83.28
Training epoch 40	4.43	84.03
Training epoch 40	4.37	79.15
Training epoch 40	4.37	79.18
Training epoch 40	4.43	84.00
Training epoch 40	4.45	85.61
Training epoch 40	4.43	83.58
Training epoch 40	4.45	85.30
Training epoch 40	4.39	80.90
Validation epoch 40	4.44	84.60
Test epoch 40	4.39	80.99
