epoch	valid_loss	valid_perplexity
Training epoch 40	3.18	24.16
Training epoch 40	3.12	22.71
Training epoch 40	3.00	20.15
Training epoch 40	3.12	22.54
Training epoch 40	3.16	23.53
Training epoch 40	3.16	23.59
Training epoch 40	3.16	23.47
Training epoch 40	3.15	23.25
Training epoch 40	2.94	18.96
Validation epoch 40	4.10	60.58
Test epoch 40	4.04	56.61
