epoch	valid_loss	valid_perplexity
Training epoch 19	3.87	48.06
Training epoch 19	3.85	46.92
Training epoch 19	3.81	45.32
Training epoch 19	3.74	42.12
Training epoch 19	3.78	43.94
Training epoch 19	3.86	47.27
Training epoch 19	3.84	46.57
Training epoch 19	3.76	42.84
Training epoch 19	3.80	44.92
Training epoch 19	3.87	47.84
Training epoch 19	3.87	48.18
Training epoch 19	3.86	47.65
Training epoch 19	3.88	48.43
Training epoch 19	3.77	43.17
Validation epoch 19	4.20	66.93
Training epoch 20	3.84	46.33
Training epoch 20	3.85	46.93
Training epoch 20	3.89	48.87
Training epoch 20	3.89	48.92
Training epoch 20	3.79	44.30
Training epoch 20	3.85	46.76
Training epoch 20	3.88	48.53
Training epoch 20	3.87	48.15
Training epoch 20	3.85	46.92
Training epoch 20	3.82	45.39
Training epoch 20	3.74	42.26
Training epoch 20	3.78	43.77
Training epoch 20	3.86	47.53
Training epoch 20	3.84	46.52
Training epoch 20	3.76	42.80
Training epoch 20	3.81	45.14
Training epoch 20	3.86	47.70
Training epoch 20	3.88	48.36
Training epoch 20	3.86	47.69
Training epoch 20	3.88	48.35
Training epoch 20	3.77	43.18
Validation epoch 20	4.20	66.92
Training epoch 21	3.83	46.28
Training epoch 21	3.85	46.88
Training epoch 21	3.89	48.93
Training epoch 21	3.89	49.06
Training epoch 21	3.79	44.23
Training epoch 21	3.84	46.48
Training epoch 21	3.88	48.43
Training epoch 21	3.87	47.92
Training epoch 21	3.85	46.76
Training epoch 21	3.81	45.16
Training epoch 21	3.74	42.18
Training epoch 21	3.78	43.94
Training epoch 21	3.85	47.17
Training epoch 21	3.84	46.31
Training epoch 21	3.75	42.69
Training epoch 21	3.81	44.94
Training epoch 21	3.87	47.77
Training epoch 21	3.88	48.27
Training epoch 21	3.87	47.80
Training epoch 21	3.88	48.37
Training epoch 21	3.76	43.11
Validation epoch 21	4.20	66.92
Training epoch 22	3.83	46.11
Training epoch 22	3.85	46.87
Training epoch 22	3.89	48.72
Training epoch 22	3.89	48.83
Training epoch 22	3.79	44.19
Training epoch 22	3.84	46.49
Training epoch 22	3.87	48.12
Training epoch 22	3.87	47.84
Training epoch 22	3.84	46.62
Training epoch 22	3.81	45.10
Training epoch 22	3.74	42.05
Training epoch 22	3.78	43.94
Training epoch 22	3.85	47.19
Training epoch 22	3.84	46.43
Training epoch 22	3.75	42.64
Training epoch 22	3.80	44.74
Training epoch 22	3.87	47.93
Training epoch 22	3.88	48.20
Training epoch 22	3.86	47.48
Training epoch 22	3.88	48.45
Training epoch 22	3.76	43.10
Validation epoch 22	4.20	66.87
Training epoch 23	3.83	46.17
Training epoch 23	3.85	46.96
Training epoch 23	3.88	48.66
Training epoch 23	3.89	48.70
Training epoch 23	3.79	44.13
Training epoch 23	3.84	46.59
Training epoch 23	3.88	48.20
Training epoch 23	3.87	47.83
Training epoch 23	3.84	46.67
Training epoch 23	3.81	45.08
Training epoch 23	3.74	42.15
Training epoch 23	3.78	43.79
Training epoch 23	3.85	47.05
Training epoch 23	3.84	46.30
Training epoch 23	3.75	42.68
Training epoch 23	3.80	44.82
Training epoch 23	3.86	47.57
Training epoch 23	3.88	48.28
Training epoch 23	3.87	47.77
Training epoch 23	3.88	48.41
Training epoch 23	3.76	43.16
Validation epoch 23	4.20	66.81
Training epoch 24	3.83	45.83
Training epoch 24	3.84	46.73
Training epoch 24	3.88	48.56
Training epoch 24	3.88	48.57
Training epoch 24	3.79	44.15
Training epoch 24	3.84	46.66
Training epoch 24	3.87	48.17
Training epoch 24	3.87	47.78
Training epoch 24	3.84	46.65
Training epoch 24	3.81	45.05
Training epoch 24	3.74	42.03
Training epoch 24	3.78	43.88
Training epoch 24	3.85	47.17
Training epoch 24	3.83	46.21
Training epoch 24	3.75	42.71
Training epoch 24	3.80	44.80
Training epoch 24	3.86	47.69
Training epoch 24	3.87	48.14
Training epoch 24	3.86	47.57
Training epoch 24	3.88	48.24
Training epoch 24	3.77	43.19
Validation epoch 24	4.20	66.80
Training epoch 25	3.83	46.01
Training epoch 25	3.84	46.63
Training epoch 25	3.88	48.52
Training epoch 25	3.89	48.76
Training epoch 25	3.78	44.02
Training epoch 25	3.84	46.57
Training epoch 25	3.87	48.17
Training epoch 25	3.87	47.72
Training epoch 25	3.84	46.75
Training epoch 25	3.81	45.17
Training epoch 25	3.74	42.10
Training epoch 25	3.78	43.74
Training epoch 25	3.85	47.03
Training epoch 25	3.84	46.32
Training epoch 25	3.75	42.60
Training epoch 25	3.80	44.91
Training epoch 25	3.86	47.48
Training epoch 25	3.87	48.09
Training epoch 25	3.86	47.65
Training epoch 25	3.87	48.06
Training epoch 25	3.76	43.04
Validation epoch 25	4.20	66.74
Training epoch 26	3.83	45.97
Training epoch 26	3.84	46.62
Training epoch 26	3.88	48.64
Training epoch 26	3.88	48.57
Training epoch 26	3.79	44.09
Training epoch 26	3.84	46.42
Training epoch 26	3.88	48.18
Training epoch 26	3.87	47.77
Training epoch 26	3.84	46.57
Training epoch 26	3.81	45.10
Training epoch 26	3.74	41.94
Training epoch 26	3.78	43.65
Training epoch 26	3.85	47.08
Training epoch 26	3.84	46.36
Training epoch 26	3.75	42.72
Training epoch 26	3.80	44.77
Training epoch 26	3.86	47.58
Training epoch 26	3.88	48.30
Training epoch 26	3.86	47.51
Training epoch 26	3.87	48.13
Training epoch 26	3.76	43.10
Validation epoch 26	4.20	66.74
Training epoch 27	3.83	45.86
Training epoch 27	3.85	46.81
Training epoch 27	3.88	48.42
Training epoch 27	3.88	48.51
Training epoch 27	3.79	44.07
Training epoch 27	3.84	46.69
Training epoch 27	3.87	48.07
Training epoch 27	3.87	47.81
Training epoch 27	3.84	46.61
Training epoch 27	3.80	44.80
Training epoch 27	3.73	41.83
Training epoch 27	3.78	43.65
Training epoch 27	3.85	47.20
Training epoch 27	3.83	46.03
Training epoch 27	3.75	42.58
Training epoch 27	3.80	44.79
Training epoch 27	3.86	47.69
Training epoch 27	3.87	48.17
Training epoch 27	3.86	47.53
Training epoch 27	3.87	48.09
Training epoch 27	3.77	43.27
Validation epoch 27	4.20	66.72
Training epoch 28	3.83	45.87
Training epoch 28	3.84	46.40
Training epoch 28	3.88	48.51
Training epoch 28	3.88	48.58
Training epoch 28	3.78	43.93
Training epoch 28	3.84	46.48
Training epoch 28	3.87	48.03
Training epoch 28	3.86	47.67
Training epoch 28	3.84	46.60
Training epoch 28	3.80	44.89
Training epoch 28	3.74	41.89
Training epoch 28	3.78	43.76
Training epoch 28	3.85	47.21
Training epoch 28	3.83	46.14
Training epoch 28	3.75	42.54
Training epoch 28	3.80	44.78
Training epoch 28	3.87	47.73
Training epoch 28	3.87	48.17
Training epoch 28	3.86	47.54
Training epoch 28	3.88	48.28
Training epoch 28	3.76	43.04
Validation epoch 28	4.20	66.74
Training epoch 29	3.83	45.95
Training epoch 29	3.84	46.56
Training epoch 29	3.88	48.31
Training epoch 29	3.88	48.58
Training epoch 29	3.78	43.65
Training epoch 29	3.84	46.42
Training epoch 29	3.87	47.87
Training epoch 29	3.86	47.68
Training epoch 29	3.84	46.40
Training epoch 29	3.80	44.79
Training epoch 29	3.73	41.79
Training epoch 29	3.77	43.53
Training epoch 29	3.84	46.65
Training epoch 29	3.83	46.13
Training epoch 29	3.75	42.43
Training epoch 29	3.79	44.40
Training epoch 29	3.86	47.42
Training epoch 29	3.87	47.99
Training epoch 29	3.86	47.39
Training epoch 29	3.87	47.95
Training epoch 29	3.77	43.19
Validation epoch 29	4.20	66.66
Training epoch 30	3.82	45.74
Training epoch 30	3.84	46.54
Training epoch 30	3.88	48.36
Training epoch 30	3.88	48.26
Training epoch 30	3.78	43.66
Training epoch 30	3.83	46.14
Training epoch 30	3.87	48.12
Training epoch 30	3.86	47.65
Training epoch 30	3.84	46.35
Training epoch 30	3.80	44.81
Training epoch 30	3.73	41.66
Training epoch 30	3.77	43.51
Training epoch 30	3.85	46.86
Training epoch 30	3.83	45.99
Training epoch 30	3.75	42.44
Training epoch 30	3.80	44.68
Training epoch 30	3.86	47.55
Training epoch 30	3.87	47.89
Training epoch 30	3.86	47.26
Training epoch 30	3.87	48.18
Training epoch 30	3.76	43.08
Validation epoch 30	4.20	66.68
Training epoch 31	3.83	45.88
Training epoch 31	3.84	46.54
Training epoch 31	3.88	48.36
Training epoch 31	3.88	48.36
Training epoch 31	3.78	43.73
Training epoch 31	3.84	46.48
Training epoch 31	3.87	48.01
Training epoch 31	3.86	47.56
Training epoch 31	3.84	46.38
Training epoch 31	3.81	45.06
Training epoch 31	3.73	41.82
Training epoch 31	3.77	43.59
Training epoch 31	3.85	46.99
Training epoch 31	3.83	46.02
Training epoch 31	3.75	42.40
Training epoch 31	3.80	44.51
Training epoch 31	3.86	47.35
Training epoch 31	3.87	48.16
Training epoch 31	3.86	47.42
Training epoch 31	3.87	48.14
Training epoch 31	3.76	42.97
Validation epoch 31	4.20	66.66
Training epoch 32	3.83	46.01
Training epoch 32	3.84	46.62
Training epoch 32	3.88	48.46
Training epoch 32	3.89	48.67
Training epoch 32	3.77	43.58
Training epoch 32	3.84	46.52
Training epoch 32	3.87	48.12
Training epoch 32	3.86	47.59
Training epoch 32	3.84	46.43
Training epoch 32	3.80	44.88
Training epoch 32	3.73	41.69
Training epoch 32	3.77	43.53
Training epoch 32	3.85	46.96
Training epoch 32	3.83	46.04
Training epoch 32	3.74	42.22
Training epoch 32	3.80	44.51
Training epoch 32	3.86	47.45
Training epoch 32	3.87	48.02
Training epoch 32	3.86	47.23
Training epoch 32	3.87	48.17
Training epoch 32	3.76	42.80
Validation epoch 32	4.20	66.67
Training epoch 33	3.82	45.75
Training epoch 33	3.84	46.45
Training epoch 33	3.88	48.32
Training epoch 33	3.88	48.37
Training epoch 33	3.78	43.74
Training epoch 33	3.84	46.33
Training epoch 33	3.87	48.14
Training epoch 33	3.86	47.55
Training epoch 33	3.84	46.45
Training epoch 33	3.81	44.96
Training epoch 33	3.73	41.80
Training epoch 33	3.77	43.47
Training epoch 33	3.85	46.79
Training epoch 33	3.83	45.90
Training epoch 33	3.75	42.36
Training epoch 33	3.80	44.71
Training epoch 33	3.86	47.49
Training epoch 33	3.87	47.76
Training epoch 33	3.86	47.56
Training epoch 33	3.87	47.85
Training epoch 33	3.76	42.79
Validation epoch 33	4.20	66.68
Training epoch 34	3.82	45.76
Training epoch 34	3.84	46.54
Training epoch 34	3.88	48.58
Training epoch 34	3.88	48.26
Training epoch 34	3.78	43.72
Training epoch 34	3.83	46.25
Training epoch 34	3.87	48.00
Training epoch 34	3.86	47.52
Training epoch 34	3.84	46.48
Training epoch 34	3.81	45.00
Training epoch 34	3.73	41.89
Training epoch 34	3.77	43.56
Training epoch 34	3.85	46.80
Training epoch 34	3.83	45.93
Training epoch 34	3.75	42.52
Training epoch 34	3.80	44.54
Training epoch 34	3.86	47.37
Training epoch 34	3.87	47.77
Training epoch 34	3.85	47.17
Training epoch 34	3.87	47.95
Training epoch 34	3.76	42.92
Validation epoch 34	4.20	66.68
Training epoch 35	3.83	45.91
Training epoch 35	3.84	46.54
Training epoch 35	3.88	48.32
Training epoch 35	3.88	48.37
Training epoch 35	3.78	44.03
Training epoch 35	3.84	46.46
Training epoch 35	3.87	47.99
Training epoch 35	3.86	47.49
Training epoch 35	3.84	46.50
Training epoch 35	3.81	44.97
Training epoch 35	3.73	41.78
Training epoch 35	3.78	43.71
Training epoch 35	3.85	47.05
Training epoch 35	3.83	46.21
Training epoch 35	3.74	42.24
Training epoch 35	3.80	44.62
Training epoch 35	3.85	47.20
Training epoch 35	3.87	47.79
Training epoch 35	3.86	47.34
Training epoch 35	3.87	48.15
Training epoch 35	3.76	42.87
Validation epoch 35	4.20	66.68
Training epoch 36	3.83	45.95
Training epoch 36	3.84	46.39
Training epoch 36	3.88	48.26
Training epoch 36	3.88	48.31
Training epoch 36	3.78	43.81
Training epoch 36	3.83	46.22
Training epoch 36	3.87	48.11
Training epoch 36	3.86	47.49
Training epoch 36	3.84	46.35
Training epoch 36	3.80	44.73
Training epoch 36	3.73	41.76
Training epoch 36	3.77	43.43
Training epoch 36	3.85	46.92
Training epoch 36	3.83	45.98
Training epoch 36	3.74	42.24
Training epoch 36	3.80	44.57
Training epoch 36	3.86	47.53
Training epoch 36	3.87	47.89
Training epoch 36	3.86	47.25
Training epoch 36	3.87	47.76
Training epoch 36	3.76	42.86
Validation epoch 36	4.20	66.68
Training epoch 37	3.82	45.71
Training epoch 37	3.84	46.58
Training epoch 37	3.87	48.13
Training epoch 37	3.88	48.39
Training epoch 37	3.78	43.83
Training epoch 37	3.84	46.32
Training epoch 37	3.87	48.17
Training epoch 37	3.86	47.49
Training epoch 37	3.84	46.32
Training epoch 37	3.80	44.85
Training epoch 37	3.73	41.82
Training epoch 37	3.77	43.53
Training epoch 37	3.85	47.02
Training epoch 37	3.82	45.81
Training epoch 37	3.74	42.20
Training epoch 37	3.80	44.55
Training epoch 37	3.86	47.45
Training epoch 37	3.87	47.76
Training epoch 37	3.86	47.26
Training epoch 37	3.87	47.93
Training epoch 37	3.76	42.86
Validation epoch 37	4.20	66.68
Training epoch 38	3.83	45.93
Training epoch 38	3.84	46.55
Training epoch 38	3.88	48.29
Training epoch 38	3.88	48.51
Training epoch 38	3.78	43.89
Training epoch 38	3.83	46.18
Training epoch 38	3.87	48.17
Training epoch 38	3.87	47.71
Training epoch 38	3.84	46.58
Training epoch 38	3.80	44.88
Training epoch 38	3.74	41.89
Training epoch 38	3.77	43.47
Training epoch 38	3.85	47.09
Training epoch 38	3.83	46.11
Training epoch 38	3.74	42.29
Training epoch 38	3.80	44.64
Training epoch 38	3.86	47.35
Training epoch 38	3.87	47.92
Training epoch 38	3.85	47.10
Training epoch 38	3.87	47.98
Training epoch 38	3.76	42.81
Validation epoch 38	4.20	66.68
Training epoch 39	3.82	45.82
Training epoch 39	3.84	46.45
Training epoch 39	3.88	48.21
Training epoch 39	3.88	48.25
Training epoch 39	3.78	43.95
Training epoch 39	3.84	46.46
Training epoch 39	3.87	48.12
Training epoch 39	3.86	47.47
Training epoch 39	3.84	46.49
Training epoch 39	3.80	44.81
Training epoch 39	3.74	42.03
Training epoch 39	3.77	43.47
Training epoch 39	3.84	46.75
Training epoch 39	3.83	45.91
Training epoch 39	3.75	42.39
Training epoch 39	3.80	44.61
Training epoch 39	3.86	47.36
Training epoch 39	3.87	47.74
Training epoch 39	3.86	47.38
Training epoch 39	3.87	47.86
Training epoch 39	3.76	42.92
Validation epoch 39	4.20	66.68
Training epoch 40	3.83	45.91
Training epoch 40	3.84	46.55
Training epoch 40	3.88	48.48
Training epoch 40	3.88	48.46
Training epoch 40	3.78	43.96
Training epoch 40	3.84	46.33
Training epoch 40	3.88	48.19
Training epoch 40	3.87	47.72
Training epoch 40	3.84	46.33
Training epoch 40	3.80	44.78
Training epoch 40	3.73	41.76
Training epoch 40	3.77	43.51
